RK,TIERS,PLAYER NAME,TEAM,FAN PTS,YDS,TDS,REC,YDS,TDS,ATT,YDS,TDS
382,14,Keaontay Ingram,ARI,0,0,0,0,0,0,0,0,0
383,14,Jaret Patterson,WAS,55.9,0,0,10,73,0,68,266,2
384,14,Eddy Pineiro,CAR,38,0,0,0,0,0,0,0,0
385,14,Chase McLaughlin,FA,93,0,0,0,0,0,0,0,0
386,14,Jordan Mason,SF,0,0,0,0,0,0,0,0,0
387,15,Josh Lambo,FA,5,0,0,0,0,0,0,0,0
388,15,Phillip Dorsett II,HOU,18,0,0,7,110,0,1,0,0
389,15,David Johnson,FA,81.3,0,0,32,225,1,67,228,0
390,15,Tevin Coleman,FA,51.5,0,0,11,49,0,84,356,0
391,15,Ty Chandler,MIN,0,0,0,0,0,0,0,0,0
392,15,Demetric Felton Jr.,CLE,50.5,0,0,18,181,2,7,24,0
393,15,Cole Beasley,FA,159.3,0,0,82,693,1,0,0,0
394,15,Latavius Murray,FA,103.6,0,0,10,75,0,119,501,6
395,15,Houston Texans,HOU,87,0,0,0,0,0,0,0,0
396,15,Tyler Johnson,HOU,72,0,0,36,360,0,0,0,0
397,15,Emmanuel Sanders,FA,131.7,0,0,42,626,4,2,31,0
398,15,Chris Conley,HOU,64.6,0,0,22,323,2,1,3,0
399,15,Jared Cook,FA,132.4,0,0,48,564,4,0,0,0
400,15,Anthony Firkser,ATL,73.1,0,0,34,291,2,0,0,0
401,15,Dare Ogunbowale,HOU,50.1,0,0,13,114,1,43,137,1
402,15,Jonathan Williams,WAS,20.7,0,0,4,28,0,17,79,1
403,15,Cade Otton,TB,0,0,0,0,0,0,0,0,0
404,15,Josiah Deguara,GB,61.5,0,0,25,245,2,0,0,0
405,15,Benny Snell Jr.,PIT,13.1,0,0,2,13,0,36,98,0
406,15,Chris Moore,HOU,55.7,0,0,21,227,2,0,0,0
407,15,Zach Pascal,PHI,94.5,0,0,38,384,3,2,21,0
408,15,T.Y. Hilton,FA,74.1,0,0,23,331,3,0,0,0
409,15,Jonathan Garibay,FA,0,0,0,0,0,0,0,0,0
410,15,Ian Thomas,CAR,36.8,0,0,18,188,0,0,0,0
411,15,Tutu Atwell,LAR,0,0,0,0,0,0,0,0,0
412,15,Antoine Wesley,ARI,57.8,0,0,19,208,3,0,0,0
413,15,Malik Willis,TEN,0,0,0,0,0,0,0,0,0
414,15,Durham Smythe,MIA,70,0,0,34,357,0,2,3,0
415,15,Devontae Booker,FA,144.1,0,0,40,268,1,145,593,2
416,15,Tyler Badie,BAL,0,0,0,0,0,0,0,0,0
417,15,Ben Skowronek,LAR,24.3,0,0,11,133,0,0,0,0
418,15,Riley Patterson,JAC,59,0,0,0,0,0,0,0,0
419,15,Anthony McFarland Jr.,PIT,2.4,0,0,1,11,0,3,3,0
420,15,Ryan Griffin,CHI,65.1,0,0,27,261,2,0,0,0
421,15,Joe Flacco,NYJ,23.82,338,3,0,0,0,2,3,0
422,15,Laquon Treadwell,NE,82.4,0,0,33,434,1,0,0,0
423,15,Justin Watson,KC,0,0,0,0,0,0,0,0,0
424,15,Malcolm Brown,FA,22.5,0,0,3,10,0,33,125,1
425,15,Jake Ferguson,DAL,0,0,0,0,0,0,0,0,0
426,15,Justice Hill,BAL,0,0,0,0,0,0,0,0,0
427,15,Wayne Gallman Jr.,FA,13.5,0,0,1,21,0,28,104,0
428,15,Teddy Bridgewater,MIA,209.68,3052,18,0,0,0,30,106,2
429,15,Ihmir Smith-Marsette,CHI,28.6,0,0,5,116,2,0,0,0
430,15,Jamal Agnew,JAC,76,0,0,24,229,1,7,111,1
431,15,JaMycal Hasty,JAC,49.5,0,0,23,157,0,16,68,1
432,15,Juwan Johnson,NO,52.9,0,0,13,159,4,0,0,0
433,15,Devonta Freeman,FA,146.6,0,0,34,190,1,133,576,5
434,15,Deonte Harty,NO,113.1,0,0,36,570,3,5,41,0
435,15,C.J. Ham,MIN,32.9,0,0,17,125,0,7,34,0
436,15,Kylin Hill,GB,3.9,0,0,1,5,0,10,24,0
437,15,Julius Chestnut,TEN,0,0,0,0,0,0,0,0,0
438,15,Antonio Brown,FA,121.1,0,0,42,545,4,1,6,0
439,15,Denzel Mims,NYJ,21.3,0,0,8,133,0,0,0,0
440,15,Tristan Vizcaino,FA,29,0,0,0,0,0,0,0,0
441,15,Tyron Johnson,LV,3.6,0,0,2,16,0,0,0,0
442,15,Deon Jackson,IND,9.1,0,0,0,0,0,13,31,1
443,15,Tylan Wallace,BAL,4.3,0,0,2,23,0,0,0,0
444,15,Tony Jones Jr.,NO,22.1,0,0,5,29,0,54,142,0
445,15,Mike Boone,DEN,7.7,0,0,2,22,0,4,35,0
446,15,Jeremy Ruckert,NYJ,0,0,0,0,0,0,0,0,0
447,15,Kalif Raymond,DET,132.4,0,0,48,576,4,4,28,0
448,15,Chigoziem Okonkwo,TEN,0,0,0,0,0,0,0,0,0
449,15,Sam Darnold,CAR,170.28,2527,9,0,0,0,48,222,5
450,15,Montrell Washington,DEN,0,0,0,0,0,0,0,0,0
451,15,N'Keal Harry,CHI,28.4,0,0,12,184,0,0,0,0
452,15,Tyrod Taylor,NYG,86.74,966,5,0,0,0,19,151,3
453,15,Noah Gray,KC,16.6,0,0,7,36,1,0,0,0
454,15,Gardner Minshew II,PHI,34.66,439,4,0,0,0,9,21,0
455,15,Dezmon Patmon,IND,10.1,0,0,2,21,1,0,0,0
456,15,Trent Sherfield,MIA,23.7,0,0,9,87,1,0,0,0
457,15,Jordan Akins,HOU,41.7,0,0,24,214,0,1,3,0
458,15,Gary Brightwell,NYG,2,0,0,1,6,0,1,4,0
459,16,Brycen Hopkins,LAR,1.9,0,0,1,9,0,0,0,0
460,16,Cam Sims,WAS,48.8,0,0,15,211,2,1,7,0
461,16,Scotty Miller,TB,19.1,0,0,5,38,0,2,43,1
462,16,Ryan Santoso,FA,18,0,0,0,0,0,0,0,0
463,16,Breshad Perriman,TB,33.4,0,0,11,167,1,1,-3,0
464,16,Brock Wright,DET,35.7,0,0,12,117,2,0,0,0
465,16,Lance McCutcheon,LAR,0,0,0,0,0,0,0,0,0
466,16,Marcedes Lewis,GB,44.4,0,0,23,214,0,0,0,0
467,16,Kennedy Brooks,PHI,0,0,0,0,0,0,0,0,0
468,16,Zach Gentry,PIT,35.7,0,0,19,167,0,0,0,0
469,16,Larry Rountree III,LAC,15.6,0,0,1,-1,0,36,87,1
470,16,Tyler Davis,GB,7.5,0,0,4,35,0,0,0,0
471,16,Dez Fitzpatrick,TEN,15.9,0,0,5,49,1,0,0,0
472,16,Antonio Williams,NYG,0,0,0,0,0,0,0,0,0
473,16,DeSean Jackson,FA,75.8,0,0,20,454,2,1,4,0
474,16,Alec Ingold,MIA,24.6,0,0,10,85,1,2,1,0
475,16,Keith Smith,ATL,17.7,0,0,9,56,0,9,31,0
476,16,Blake Jarwin,FA,32.6,0,0,11,96,2,0,0,0
477,16,Dante Pettis,CHI,25.34,0,0,10,87,1,0,0,0
478,16,Jakob Johnson,LV,8.3,0,0,4,43,0,0,0,0
479,16,Cyril Grayson Jr.,FA,44.6,0,0,10,212,2,1,14,0
480,16,KaVontae Turpin,DAL,0,0,0,0,0,0,0,0,0
481,16,Drew Sample,CIN,19.1,0,0,11,81,0,0,0,0
482,16,Erik Ezukanma,MIA,0,0,0,0,0,0,0,0,0
483,16,James McCourt,JAC,0,0,0,0,0,0,0,0,0
484,16,Royce Freeman,HOU,34.6,0,0,10,77,0,56,169,0
485,16,Maxx Williams,ARI,41.3,0,0,16,193,1,0,0,0
486,16,Jody Fortson,KC,21.7,0,0,5,47,2,0,0,0
487,16,KhaDarel Hodge,ATL,30.7,0,0,13,157,0,0,0,0
488,16,Trayveon Williams,CIN,6.5,0,0,1,4,0,15,51,0
489,16,Miles Boykin,PIT,1.6,0,0,1,6,0,0,0,0
490,16,Shi Smith,CAR,16.1,0,0,6,104,0,1,-3,0
491,16,Damiere Byrd,ATL,64.9,0,0,26,329,1,0,0,0
492,16,Eric Ebron,FA,32.5,0,0,12,84,1,1,1,1
493,16,Ray-Ray McCloud,SF,66.2,0,0,39,277,0,2,15,0
494,16,Rico Dowdle,DAL,0,0,0,0,0,0,0,0,0
495,16,Hunter Long,MIA,1.8,0,0,1,8,0,0,0,0
496,16,Adrian Peterson,FA,26.6,0,0,4,8,0,38,98,2
497,16,Malik Turner,SF,44.9,0,0,12,149,3,0,0,0
